JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
266,Sharon,2003,"34,489,026",0,"1,014,401","470,278","593,781","36,567,486",94.32,5.68
266,Sharon,2004,"36,767,867",0,"1,215,381","674,170","577,287","39,234,705",93.71,6.29
266,Sharon,2005,"37,543,658",0,"1,157,430","706,841","589,359","39,997,288",93.87,6.13
266,Sharon,2006,"38,756,172",0,"1,166,468","707,326","604,391","41,234,357",93.99,6.01
266,Sharon,2007,"39,934,091",0,"1,226,485","703,106","600,136","42,463,818",94.04,5.96
266,Sharon,2008,"43,607,999",0,"1,513,736","967,920","728,770","46,818,425",93.14,6.86
267,Sheffield,2003,"4,289,180",0,"509,273","101,226","119,530","5,019,209",85.46,14.54
267,Sheffield,2004,"4,638,608",0,"455,205","104,386","131,175","5,329,374",87.04,12.96
267,Sheffield,2005,"5,026,230",0,"505,981","137,770","145,431","5,815,412",86.43,13.57
267,Sheffield,2006,"5,264,421",0,"509,209","134,626","119,828","6,028,084",87.33,12.67
267,Sheffield,2007,"5,575,009",0,"528,701","158,911","138,873","6,401,494",87.09,12.91
267,Sheffield,2008,"5,776,786",0,"517,303","165,647","160,261","6,619,997",87.26,12.74
268,Shelburne,2003,"1,398,680",0,"236,886","73,029","103,211","1,811,806",77.20,22.80
268,Shelburne,2004,"1,446,440",0,"237,081","73,205","128,746","1,885,472",76.72,23.28
268,Shelburne,2005,"1,726,539",0,"258,657","82,582","118,787","2,186,565",78.96,21.04
268,Shelburne,2006,"2,007,645",0,"291,393","78,985","119,330","2,497,353",80.39,19.61
268,Shelburne,2007,"2,068,089",0,"286,720","78,677","119,279","2,552,765",81.01,18.99
268,Shelburne,2008,"2,120,247",0,"297,366","80,455","127,002","2,625,070",80.77,19.23
269,Sherborn,2003,"13,039,115",0,"224,687","25,783","181,173","13,470,758",96.80,3.20
269,Sherborn,2004,"13,897,192",0,"242,875","27,221","242,562","14,409,850",96.44,3.56
269,Sherborn,2005,"14,428,645",0,"259,754","28,119","234,346","14,950,864",96.51,3.49
269,Sherborn,2006,"15,848,139",0,"328,993","28,590","220,357","16,426,079",96.48,3.52
269,Sherborn,2007,"17,209,018",0,"360,784","33,310","251,479","17,854,591",96.38,3.62
269,Sherborn,2008,"17,721,466",0,"368,005","33,494","274,633","18,397,598",96.32,3.68
270,Shirley,2003,"4,745,118",0,"182,670","225,662","228,512","5,381,962",88.17,11.83
270,Shirley,2004,"5,101,382",0,"166,911","224,697","172,654","5,665,644",90.04,9.96
270,Shirley,2005,"5,334,468",0,"172,491","245,294","167,702","5,919,955",90.11,9.89
270,Shirley,2006,"5,798,009",0,"184,371","287,730","165,161","6,435,271",90.10,9.90
270,Shirley,2007,"6,070,718",0,"209,185","282,452","160,213","6,722,568",90.30,9.70
270,Shirley,2008,"6,343,902",0,"218,795","288,891","176,236","7,027,824",90.27,9.73
271,Shrewsbury,2003,"31,669,588","23,373","3,155,765","1,584,456","594,120","37,027,302",85.59,14.41
271,Shrewsbury,2004,"34,417,527","28,748","3,093,957","1,624,559","384,343","39,549,134",87.10,12.90
271,Shrewsbury,2005,"36,287,392","31,000","3,116,629","1,601,200","363,043","41,399,264",87.73,12.27
271,Shrewsbury,2006,"38,039,674","24,760","3,101,144","1,688,763","360,174","43,214,515",88.08,11.92
271,Shrewsbury,2007,"39,398,448","27,101","3,171,601","1,687,643","359,927","44,644,720",88.31,11.69
271,Shrewsbury,2008,"40,508,943","27,512","3,324,985","1,577,782","425,283","45,864,505",88.38,11.62
272,Shutesbury,2003,"2,743,006",0,"23,350","9,649","73,335","2,849,340",96.27,3.73
272,Shutesbury,2004,"2,846,246",0,"23,841","11,130","76,468","2,957,685",96.23,3.77
272,Shutesbury,2005,"3,060,140",0,"25,981",0,"62,972","3,149,093",97.18,2.82
272,Shutesbury,2006,"3,236,896",0,"25,239",0,"56,268","3,318,403",97.54,2.46
272,Shutesbury,2007,"3,364,838",0,"25,721",0,"56,470","3,447,029",97.62,2.38
272,Shutesbury,2008,"3,504,007",0,"23,989","8,979","47,201","3,584,176",97.76,2.24
273,Somerset,2003,"12,146,153",0,"2,579,793","5,128,345","9,566,882","29,421,173",41.28,58.72
273,Somerset,2004,"13,760,495",0,"2,922,068","5,098,731","9,889,942","31,671,236",43.45,56.55
273,Somerset,2005,"16,486,959",0,"2,835,272","4,768,231","10,241,708","34,332,170",48.02,51.98
273,Somerset,2006,"18,141,257",0,"3,041,955","4,589,914","10,593,393","36,366,519",49.88,50.12
273,Somerset,2007,"18,684,151",0,"3,473,563","4,431,235","10,734,892","37,323,841",50.06,49.94
273,Somerset,2008,"18,290,788",0,"3,304,521","4,607,449","11,132,585","37,335,343",48.99,51.01
274,Somerville,2003,"48,489,611",0,"12,016,883","4,232,861","2,041,732","66,781,087",72.61,27.39
274,Somerville,2004,"51,722,563",0,"12,214,903","4,613,327","2,532,676","71,083,469",72.76,27.24
274,Somerville,2005,"54,985,326",0,"12,693,489","4,769,378","2,288,385","74,736,578",73.57,26.43
274,Somerville,2006,"59,209,269",0,"12,240,249","4,482,439","2,596,856","78,528,813",75.40,24.60
274,Somerville,2007,"62,727,297",0,"14,061,391","4,261,105","2,150,745","83,200,538",75.39,24.61
274,Somerville,2008,"65,791,448",0,"15,293,724","4,659,590","2,485,840","88,230,602",74.57,25.43
275,South Hadley,2003,"13,785,964","4,286","984,327","620,056","246,720","15,641,353",88.17,11.83
275,South Hadley,2004,"14,620,402","3,053","871,449","513,637","216,387","16,224,928",90.13,9.87
275,South Hadley,2005,"15,278,641","3,129","916,377","527,213","198,068","16,923,428",90.30,9.70
275,South Hadley,2006,"15,933,267","2,782","898,666","520,499","182,476","17,537,690",90.87,9.13
275,South Hadley,2007,"16,651,975","2,691","928,049","481,898","190,930","18,255,543",91.23,8.77
275,South Hadley,2008,"17,424,272","2,784","962,880","499,637","248,057","19,137,630",91.06,8.94
276,Southampton,2003,"5,020,753","14,704","263,787","81,003","94,178","5,474,425",91.98,8.02
276,Southampton,2004,"5,641,918",0,"277,323","79,561","100,968","6,099,770",92.49,7.51
276,Southampton,2005,"5,938,672",0,"296,418","75,105","100,214","6,410,409",92.64,7.36
276,Southampton,2006,"6,209,408",0,"292,951","76,558","85,813","6,664,730",93.17,6.83
276,Southampton,2007,"6,645,419",0,"282,846","68,968","74,841","7,072,074",93.97,6.03
276,Southampton,2008,"6,892,660",0,"283,826","65,525","86,033","7,328,044",94.06,5.94
277,Southborough,2003,"16,642,914",0,"1,907,520","1,368,744","662,054","20,581,232",80.86,19.14
277,Southborough,2004,"19,866,384",0,"2,107,174","1,449,470","1,225,178","24,648,206",80.60,19.40
277,Southborough,2005,"21,285,490",0,"2,133,607","1,428,198","794,803","25,642,098",83.01,16.99
277,Southborough,2006,"22,212,878",0,"2,075,465","1,377,340","967,795","26,633,478",83.40,16.60
277,Southborough,2007,"23,512,845",0,"2,529,081","1,330,712","1,073,153","28,445,791",82.66,17.34
277,Southborough,2008,"23,364,979",0,"2,597,222","1,326,886","1,131,672","28,420,759",82.21,17.79
278,Southbridge,2003,"6,832,860",0,"1,682,600","625,096","408,495","9,549,051",71.56,28.44
278,Southbridge,2004,"7,697,567",0,"1,269,998","505,091","321,734","9,794,390",78.59,21.41
278,Southbridge,2005,"8,568,376",0,"1,240,722","487,497","302,832","10,599,427",80.84,19.16
278,Southbridge,2006,"9,995,498",0,"1,291,936","504,275","307,962","12,099,671",82.61,17.39
278,Southbridge,2007,"10,778,737",0,"1,380,266","486,781","274,970","12,920,754",83.42,16.58
278,Southbridge,2008,"11,051,171",0,"1,426,513","517,626","317,692","13,313,002",83.01,16.99
279,Southwick,2003,"7,971,944",0,"763,681","171,722","293,771","9,201,118",86.64,13.36
279,Southwick,2004,"9,022,224",0,"680,426","174,307","262,816","10,139,773",88.98,11.02
279,Southwick,2005,"9,529,807",0,"706,790","190,334","288,773","10,715,704",88.93,11.07
279,Southwick,2006,"10,201,461",0,"651,528","202,586","256,604","11,312,179",90.18,9.82
279,Southwick,2007,"10,808,807",0,"656,085","203,419","248,466","11,916,777",90.70,9.30
279,Southwick,2008,"11,270,364",0,"673,279","213,221","283,748","12,440,612",90.59,9.41
280,Spencer,2003,"6,223,543",0,"608,248","270,542","226,980","7,329,313",84.91,15.09
280,Spencer,2004,"6,296,695",0,"501,315","234,846","166,321","7,199,177",87.46,12.54
280,Spencer,2005,"7,083,060",0,"532,743","243,339","169,199","8,028,341",88.23,11.77
280,Spencer,2006,"7,943,125",0,"575,513","255,773","150,556","8,924,967",89,11
280,Spencer,2007,"7,897,588",0,"543,538","274,148","133,760","8,849,034",89.25,10.75
280,Spencer,2008,"8,195,906",0,"561,222","280,819","159,466","9,197,413",89.11,10.89
281,Springfield,2003,"71,128,696",0,"27,591,557","7,659,611","9,494,917","115,874,781",61.38,38.62
281,Springfield,2004,"75,614,591",0,"28,309,438","7,725,439","13,941,985","125,591,453",60.21,39.79
281,Springfield,2005,"79,229,094",0,"30,577,883","7,732,424","13,488,038","131,027,439",60.47,39.53
281,Springfield,2006,"85,265,909",0,"31,890,343","7,719,736","13,610,202","138,486,190",61.57,38.43
281,Springfield,2007,"92,662,511",0,"32,029,911","7,489,098","13,345,841","145,527,361",63.67,36.33
281,Springfield,2008,"96,772,411",0,"34,581,488","7,892,323","14,242,951","153,489,173",63.05,36.95
282,Sterling,2003,"8,587,855",0,"502,329","476,992","336,117","9,903,293",86.72,13.28
282,Sterling,2004,"9,353,932",0,"601,891","506,887","381,840","10,844,550",86.25,13.75
282,Sterling,2005,"10,250,140",0,"636,042","530,544","352,972","11,769,698",87.09,12.91
282,Sterling,2006,"11,424,804",0,"597,205","528,045","301,778","12,851,832",88.90,11.10
282,Sterling,2007,"11,503,224",0,"526,308","662,113","307,747","12,999,392",88.49,11.51
282,Sterling,2008,"12,113,732",0,"589,685","757,489","372,160","13,833,066",87.57,12.43
283,Stockbridge,2003,"3,203,186","29,214","204,726","22,545","245,096","3,704,767",87.25,12.75
283,Stockbridge,2004,"3,658,344","33,462","225,705","25,455","286,330","4,229,296",87.29,12.71
283,Stockbridge,2005,"4,211,262",0,"239,978","23,893","181,186","4,656,319",90.44,9.56
283,Stockbridge,2006,"4,513,161",0,"290,652","24,567","193,346","5,021,726",89.87,10.13
283,Stockbridge,2007,"5,028,394",0,"303,239","24,893","209,912","5,566,438",90.33,9.67
283,Stockbridge,2008,"5,415,518",0,"399,964","26,888","217,130","6,059,500",89.37,10.63
284,Stoneham,2003,"24,555,606",0,"4,225,601","379,955","496,298","29,657,460",82.80,17.20
284,Stoneham,2004,"25,631,048",0,"4,445,772","386,551","580,575","31,043,946",82.56,17.44
284,Stoneham,2005,"26,705,487",0,"4,452,064","380,279","567,302","32,105,132",83.18,16.82
284,Stoneham,2006,"27,484,202",0,"4,743,762","410,745","534,328","33,173,037",82.85,17.15
284,Stoneham,2007,"28,355,831",0,"4,921,259","429,506","549,790","34,256,386",82.78,17.22
284,Stoneham,2008,"29,199,943",0,"5,018,266","440,521","636,917","35,295,647",82.73,17.27
285,Stoughton,2003,"24,478,105",0,"5,570,109","2,719,463","834,124","33,601,801",72.85,27.15
285,Stoughton,2004,"26,303,650",0,"5,859,988","2,839,930","862,013","35,865,581",73.34,26.66
285,Stoughton,2005,"27,628,659",0,"6,177,407","3,111,689","736,346","37,654,101",73.37,26.63
285,Stoughton,2006,"28,225,944",0,"6,611,387","3,127,927","773,623","38,738,881",72.86,27.14
285,Stoughton,2007,"28,994,016",0,"7,683,698","3,255,509","832,210","40,765,433",71.12,28.88
285,Stoughton,2008,"30,123,262",0,"8,329,500","3,550,338","1,256,988","43,260,088",69.63,30.37
286,Stow,2003,"11,398,801",0,"596,162","327,423","143,574","12,465,960",91.44,8.56
286,Stow,2004,"12,632,950",0,"678,419","326,435","170,085","13,807,889",91.49,8.51
286,Stow,2005,"13,600,174",0,"673,946","299,257","172,570","14,745,947",92.23,7.77
286,Stow,2006,"14,622,511",0,"721,398","356,728","211,392","15,912,029",91.90,8.10
286,Stow,2007,"15,491,492",0,"777,023","348,326","217,540","16,834,381",92.02,7.98
286,Stow,2008,"16,292,782",0,"844,528","377,907","262,260","17,777,477",91.65,8.35
287,Sturbridge,2003,"9,161,055",0,"2,164,891","462,895","431,160","12,220,001",74.97,25.03
287,Sturbridge,2004,"10,318,156",0,"2,311,512","510,646","516,532","13,656,846",75.55,24.45
287,Sturbridge,2005,"10,651,364",0,"2,412,316","555,673","455,156","14,074,509",75.68,24.32
287,Sturbridge,2006,"11,344,563",0,"2,588,160","553,962","519,106","15,005,791",75.60,24.40
287,Sturbridge,2007,"11,666,552",0,"2,778,379","573,713","540,975","15,559,619",74.98,25.02
287,Sturbridge,2008,"12,555,847",0,"2,649,131","517,844","598,498","16,321,320",76.93,23.07
288,Sudbury,2003,"44,658,930",0,"2,263,541","1,048,332","658,085","48,628,888",91.84,8.16
288,Sudbury,2004,"45,033,904",0,"2,422,845","1,052,241","691,867","49,200,857",91.53,8.47
288,Sudbury,2005,"45,627,621",0,"2,541,822","1,038,225","753,948","49,961,616",91.33,8.67
288,Sudbury,2006,"50,599,997",0,"2,786,008","1,133,134","913,796","55,432,935",91.28,8.72
288,Sudbury,2007,"52,353,764",0,"2,848,866","1,152,068","892,060","57,246,758",91.45,8.55
288,Sudbury,2008,"55,551,348",0,"2,953,701","1,145,866","888,871","60,539,786",91.76,8.24
289,Sunderland,2003,"2,691,329",0,"264,406","50,440","77,260","3,083,435",87.28,12.72
289,Sunderland,2004,"2,897,431",0,"293,043","52,301","83,041","3,325,816",87.12,12.88
289,Sunderland,2005,"3,562,293",0,"315,080","55,882","79,327","4,012,582",88.78,11.22
289,Sunderland,2006,"3,673,937",0,"328,167","53,554","70,845","4,126,503",89.03,10.97
289,Sunderland,2007,"3,812,943",0,"317,951","53,730","68,130","4,252,754",89.66,10.34
289,Sunderland,2008,"3,771,227",0,"310,864","61,640","77,033","4,220,764",89.35,10.65
290,Sutton,2003,"8,978,686",0,"437,683","239,852","234,909","9,891,130",90.78,9.22
290,Sutton,2004,"9,642,203",0,"446,445","270,180","274,305","10,633,133",90.68,9.32
290,Sutton,2005,"10,243,096",0,"408,584","230,493","230,911","11,113,084",92.17,7.83
290,Sutton,2006,"11,526,913",0,"502,500","293,886","278,940","12,602,239",91.47,8.53
290,Sutton,2007,"11,687,360",0,"509,463","310,277","269,299","12,776,399",91.48,8.52
290,Sutton,2008,"12,947,812",0,"592,937","397,634","346,997","14,285,380",90.64,9.36
291,Swampscott,2003,"23,798,403",0,"2,633,566","243,750","339,721","27,015,440",88.09,11.91
291,Swampscott,2004,"24,798,332",0,"2,590,455","263,675","320,416","27,972,878",88.65,11.35
291,Swampscott,2005,"25,624,800",0,"2,643,374","288,968","440,063","28,997,205",88.37,11.63
291,Swampscott,2006,"28,950,788",0,"2,894,106","313,880","484,230","32,643,004",88.69,11.31
291,Swampscott,2007,"31,385,981",0,"3,120,052","327,090","561,819","35,394,942",88.67,11.33
291,Swampscott,2008,"32,804,588",0,"3,418,025","360,079","592,730","37,175,422",88.24,11.76
292,Swansea,2003,"11,309,071","1,141","4,232,957","307,644","605,788","16,456,601",68.73,31.27
292,Swansea,2004,"11,942,531","1,174","4,328,346","315,491","781,082","17,368,624",68.77,31.23
292,Swansea,2005,"13,324,947",0,"3,807,364","261,881","757,732","18,151,924",73.41,26.59
292,Swansea,2006,"14,471,737",0,"3,849,262","266,163","737,592","19,324,754",74.89,25.11
292,Swansea,2007,"15,206,647",0,"4,061,135","258,168","768,114","20,294,064",74.93,25.07
292,Swansea,2008,"16,157,835",0,"4,070,174","246,763","749,843","21,224,615",76.13,23.87
293,Taunton,2003,"27,314,487",0,"11,197,008","4,318,732","1,193,848","44,024,075",62.04,37.96
293,Taunton,2004,"31,567,364",0,"10,405,280","3,901,547","2,149,923","48,024,114",65.73,34.27
293,Taunton,2005,"34,868,895",0,"11,140,080","3,814,410","1,086,816","50,910,201",68.49,31.51
293,Taunton,2006,"36,561,541",0,"11,676,686","4,190,843","1,029,363","53,458,433",68.39,31.61
293,Taunton,2007,"38,839,939",0,"11,957,103","4,211,429","1,292,041","56,300,512",68.99,31.01
293,Taunton,2008,"38,993,885",0,"13,347,397","4,549,233","2,407,659","59,298,174",65.76,34.24
294,Templeton,2003,"4,099,357",0,"226,994","164,796","62,833","4,553,980",90.02,9.98
294,Templeton,2004,"4,699,369",0,"256,895","171,999","67,978","5,196,241",90.44,9.56
294,Templeton,2005,"4,695,936",0,"221,736","155,519","41,729","5,114,920",91.81,8.19
294,Templeton,2006,"5,190,894",0,"257,489","152,555","40,251","5,641,189",92.02,7.98
294,Templeton,2007,"5,592,702",0,"320,818","189,195","42,742","6,145,457",91.01,8.99
294,Templeton,2008,"6,256,536",0,"350,879","199,106","57,822","6,864,343",91.15,8.85
295,Tewksbury,2003,"26,828,927","62,129","5,918,090","5,628,978","2,181,797","40,619,921",66.20,33.80
295,Tewksbury,2004,"28,968,692","51,506","5,812,802","5,432,675","2,008,584","42,274,259",68.65,31.35
295,Tewksbury,2005,"31,068,283","44,596","6,220,201","4,730,487","1,890,001","43,953,568",70.79,29.21
295,Tewksbury,2006,"33,485,133","46,908","5,837,752","4,378,115","1,864,534","45,612,442",73.52,26.48
295,Tewksbury,2007,"35,082,931","47,947","6,051,860","4,293,113","2,059,125","47,534,976",73.91,26.09
295,Tewksbury,2008,"36,461,825","50,711","6,231,762","4,479,778","2,429,641","49,653,717",73.53,26.47
296,Tisbury,2003,"10,124,730",0,"1,818,763","43,165","503,850","12,490,508",81.06,18.94
296,Tisbury,2004,"10,725,342",0,"1,913,360","46,109","561,797","13,246,608",80.97,19.03
296,Tisbury,2005,"10,852,680",0,"1,835,464","37,375","399,327","13,124,846",82.69,17.31
296,Tisbury,2006,"11,140,288",0,"2,208,433","40,395","382,282","13,771,398",80.89,19.11
296,Tisbury,2007,"12,499,239",0,"2,117,871","41,393","404,783","15,063,286",82.98,17.02
296,Tisbury,2008,"13,254,169",0,"2,326,172","43,505","434,448","16,058,294",82.54,17.46
297,Tolland,2003,"540,444",0,"11,424","1,300","31,435","584,603",92.45,7.55
297,Tolland,2004,"567,407",0,"12,200","1,708","33,911","615,226",92.23,7.77
297,Tolland,2005,"593,906",0,"12,684","1,759","32,519","640,868",92.67,7.33
297,Tolland,2006,"749,096",0,"18,440","1,731","31,868","801,135",93.50,6.50
297,Tolland,2007,"778,099",0,"19,482","1,616","30,736","829,933",93.75,6.25
297,Tolland,2008,"816,114",0,"18,376","1,669","33,714","869,873",93.82,6.18
298,Topsfield,2003,"11,309,529",0,"601,602","146,313","137,181","12,194,625",92.74,7.26
298,Topsfield,2004,"12,047,579",0,"622,464","165,493","139,317","12,974,853",92.85,7.15
298,Topsfield,2005,"12,925,064",0,"645,648","169,081","127,728","13,867,521",93.20,6.80
298,Topsfield,2006,"13,028,332",0,"646,339","165,244","123,164","13,963,079",93.31,6.69
298,Topsfield,2007,"13,771,685",0,"695,165","193,934","130,249","14,791,033",93.11,6.89
298,Topsfield,2008,"14,384,345",0,"731,709","223,097","157,028","15,496,179",92.83,7.17
299,Townsend,2003,"8,628,066",0,"437,544","262,140","143,969","9,471,719",91.09,8.91
299,Townsend,2004,"9,042,733",0,"438,378","267,608","161,883","9,910,602",91.24,8.76
299,Townsend,2005,"9,840,451",0,"456,479","262,833","154,954","10,714,717",91.84,8.16
299,Townsend,2006,"10,045,077",0,"482,000","277,174","192,288","10,996,539",91.35,8.65
299,Townsend,2007,"10,416,501",0,"503,445","274,339","205,001","11,399,286",91.38,8.62
299,Townsend,2008,"11,387,672",0,"539,705","297,007","223,290","12,447,674",91.48,8.52
300,Truro,2003,"6,962,800",0,"404,184","7,227","138,579","7,512,790",92.68,7.32
300,Truro,2004,"7,314,432",0,"412,091","7,582","153,251","7,887,356",92.74,7.26
300,Truro,2005,"7,732,665",0,"453,532","8,119","69,981","8,264,297",93.57,6.43
300,Truro,2006,"8,563,299",0,"475,007","6,316","74,928","9,119,550",93.90,6.10
300,Truro,2007,"8,743,602",0,"483,896","7,500","76,474","9,311,472",93.90,6.10
300,Truro,2008,"9,490,131",0,"511,773","8,066","94,750","10,104,720",93.92,6.08
301,Tyngsborough,2003,"12,906,842",0,"1,239,206","742,514","302,705","15,191,267",84.96,15.04
301,Tyngsborough,2004,"13,521,847",0,"1,084,144","670,660","252,045","15,528,696",87.08,12.92
301,Tyngsborough,2005,"13,979,610",0,"1,027,185","623,818","240,596","15,871,209",88.08,11.92
301,Tyngsborough,2006,"14,807,950",0,"1,026,367","619,990","262,605","16,716,912",88.58,11.42
301,Tyngsborough,2007,"15,099,744",0,"1,193,108","680,464","302,065","17,275,381",87.41,12.59
301,Tyngsborough,2008,"15,667,148",0,"1,240,957","713,229","316,913","17,938,247",87.34,12.66
302,Tyringham,2003,"721,019",0,"10,908",0,"73,775","805,702",89.49,10.51
302,Tyringham,2004,"772,515",0,"11,588",0,"78,213","862,316",89.59,10.41
302,Tyringham,2005,"779,772",0,"6,662",0,"46,966","833,400",93.57,6.43
302,Tyringham,2006,"819,743",0,"6,922",0,"46,579","873,244",93.87,6.13
302,Tyringham,2007,"892,230",0,"7,537",0,"51,430","951,197",93.80,6.20
302,Tyringham,2008,"959,901",0,"7,769",0,"46,926","1,014,596",94.61,5.39
303,Upton,2003,"7,906,058",0,"223,090","66,668","212,597","8,408,413",94.03,5.97
303,Upton,2004,"9,243,840",0,"255,887","76,630","253,257","9,829,614",94.04,5.96
303,Upton,2005,"9,831,265",0,"208,964","78,645","211,073","10,329,947",95.17,4.83
303,Upton,2006,"10,564,827",0,"220,934","83,010","228,632","11,097,403",95.20,4.80
303,Upton,2007,"10,962,132",0,"236,389","92,415","234,608","11,525,544",95.11,4.89
303,Upton,2008,"11,839,596",0,"247,786","97,233","253,079","12,437,694",95.19,4.81
304,Uxbridge,2003,"11,086,293",0,"756,481","485,277","465,169","12,793,220",86.66,13.34
304,Uxbridge,2004,"12,097,606",0,"682,675","460,016","426,174","13,666,471",88.52,11.48
304,Uxbridge,2005,"13,936,599",0,"700,913","477,981","466,401","15,581,894",89.44,10.56
304,Uxbridge,2006,"14,704,020",0,"763,590","545,703","422,803","16,436,116",89.46,10.54
304,Uxbridge,2007,"15,015,542",0,"828,961","812,014","430,375","17,086,892",87.88,12.12
304,Uxbridge,2008,"15,780,041",0,"894,546","816,985","453,779","17,945,351",87.93,12.07
305,Wakefield,2003,"24,284,001",0,"9,065,459","1,951,425","521,745","35,822,630",67.79,32.21
305,Wakefield,2004,"25,006,718",0,"10,008,286","2,018,354","800,534","37,833,892",66.10,33.90
305,Wakefield,2005,"27,830,323",0,"8,900,913","1,877,438","683,579","39,292,253",70.83,29.17
305,Wakefield,2006,"30,254,930",0,"8,196,549","1,726,572","566,051","40,744,102",74.26,25.74
305,Wakefield,2007,"31,882,419",0,"8,420,122","1,650,264","495,547","42,448,352",75.11,24.89
305,Wakefield,2008,"32,987,285",0,"8,606,313","1,774,126","527,522","43,895,246",75.15,24.85
306,Wales,2003,"1,590,933",0,"34,784","10,899","110,037","1,746,653",91.08,8.92
306,Wales,2004,"1,675,917",0,"33,478","11,234","112,062","1,832,691",91.45,8.55
306,Wales,2005,"1,767,237",0,"36,312","12,960","90,843","1,907,352",92.65,7.35
306,Wales,2006,"1,860,443",0,"38,074","13,477","88,783","2,000,777",92.99,7.01
306,Wales,2007,"2,010,143",0,"35,788","13,994","87,611","2,147,536",93.60,6.40
306,Wales,2008,"2,119,855",0,"38,034","12,026","87,196","2,257,111",93.92,6.08
307,Walpole,2003,"29,440,043",0,"2,624,307","1,756,172","856,175","34,676,697",84.90,15.10
307,Walpole,2004,"31,084,081",0,"2,848,984","1,847,759","1,718,790","37,499,614",82.89,17.11
307,Walpole,2005,"33,095,121",0,"2,830,225","1,943,267","1,031,789","38,900,402",85.08,14.92
307,Walpole,2006,"35,292,229",0,"2,986,166","2,080,035","1,082,364","41,440,794",85.16,14.84
307,Walpole,2007,"36,876,026",0,"3,193,913","2,190,727","1,314,890","43,575,556",84.63,15.37
307,Walpole,2008,"37,413,988",0,"3,525,701","2,522,801","1,375,421","44,837,911",83.44,16.56
308,Waltham,2003,"40,290,564",0,"44,827,702","11,042,486","5,519,352","101,680,104",39.62,60.38
308,Waltham,2004,"42,245,288",0,"43,847,100","13,257,799","7,247,555","106,597,742",39.63,60.37
308,Waltham,2005,"45,775,180",0,"43,206,140","13,598,061","7,943,340","110,522,721",41.42,58.58
308,Waltham,2006,"51,681,399",0,"41,035,118","12,896,078","7,219,017","112,831,612",45.80,54.20
308,Waltham,2007,"53,055,675",0,"43,750,799","12,779,377","6,174,199","115,760,050",45.83,54.17
308,Waltham,2008,"55,554,304",0,"45,884,743","12,137,987","5,961,270","119,538,304",46.47,53.53
309,Ware,2003,"6,807,209",0,"805,980","315,800","228,808","8,157,797",83.44,16.56
309,Ware,2004,"7,136,414",0,"826,266","324,404","349,603","8,636,687",82.63,17.37
309,Ware,2005,"7,803,778",0,"735,942","293,078","211,791","9,044,589",86.28,13.72
309,Ware,2006,"8,312,643",0,"713,543","287,578","270,504","9,584,268",86.73,13.27
309,Ware,2007,"8,764,112",0,"714,979","293,207","271,213","10,043,511",87.26,12.74
309,Ware,2008,"9,140,056",0,"754,301","328,500","283,423","10,506,280",87,13
310,Wareham,2003,"18,470,669",0,"2,000,190","451,362","437,439","21,359,660",86.47,13.53
310,Wareham,2004,"19,693,095",0,"2,149,449","485,856","557,132","22,885,532",86.05,13.95
310,Wareham,2005,"20,871,097",0,"1,917,058","436,552","456,192","23,680,899",88.13,11.87
310,Wareham,2006,"22,658,520",0,"1,892,608","389,732","446,928","25,387,788",89.25,10.75
310,Wareham,2007,"23,399,790",0,"1,926,945","399,485","463,258","26,189,478",89.35,10.65
310,Wareham,2008,"23,924,506",0,"2,431,755","446,756","541,481","27,344,498",87.49,12.51
311,Warren,2003,"3,005,249",0,"139,217","161,542","179,416","3,485,424",86.22,13.78
311,Warren,2004,"3,596,245",0,"145,575","175,273","236,803","4,153,896",86.58,13.42
311,Warren,2005,"3,885,449",0,"151,082","179,425","177,376","4,393,332",88.44,11.56
311,Warren,2006,"4,053,468",0,"146,428","173,859","217,880","4,591,635",88.28,11.72
311,Warren,2007,"4,391,844",0,"154,561","173,745","203,870","4,924,020",89.19,10.81
311,Warren,2008,"4,474,575",0,"155,601","172,301","214,774","5,017,251",89.18,10.82
312,Warwick,2003,"898,236",0,"9,195","2,184","35,412","945,027",95.05,4.95
312,Warwick,2004,"1,017,467",0,"8,573","2,202","35,002","1,063,244",95.69,4.31
312,Warwick,2005,"1,063,959",0,"9,301","2,279","31,112","1,106,651",96.14,3.86
312,Warwick,2006,"1,212,678",0,"10,641","2,513","31,061","1,256,893",96.48,3.52
312,Warwick,2007,"1,243,894",0,"10,631","1,934","24,279","1,280,738",97.12,2.88
312,Warwick,2008,"1,313,751",0,"15,503","2,039","26,014","1,357,307",96.79,3.21
313,Washington,2003,"549,435",0,"35,491",451,"18,775","604,152",90.94,9.06
313,Washington,2004,"582,818",0,"29,212",473,"17,576","630,079",92.50,7.50
313,Washington,2005,"624,980",0,"30,226",503,"16,634","672,343",92.96,7.04
313,Washington,2006,"620,213",0,"28,592","3,470","16,813","669,088",92.70,7.30
313,Washington,2007,"656,779",0,"30,102","2,680","15,697","705,258",93.13,6.87
313,Washington,2008,"690,965",0,"30,882","2,743","16,521","741,111",93.23,6.77
314,Watertown,2003,"31,168,157",0,"13,091,726","4,814,555","1,819,919","50,894,357",61.24,38.76
314,Watertown,2004,"33,921,103",0,"12,828,955","4,980,203","2,615,485","54,345,746",62.42,37.58
